"","k","m","delta.1","delta.2","delta.3","delta.4","delta.5","delta.6","delta.7","delta.8","delta.9","delta.10","delta.11","delta.12","delta.13","delta.14","delta.15","delta.16","delta.17","delta.18","delta.19","delta.20","delta.21","delta.22","delta.23","delta.24","delta.25","sigma_obs","beta.1","beta.2","beta.3","beta.4","beta.5","beta.6","beta.7","beta.8","beta.9","beta.10","beta.11","beta.12","beta.13","beta.14","beta.15","beta.16","beta.17","beta.18","beta.19","beta.20","trend"
"1",0.144877836520735,0.035416714486769,-0.00047849450906634,-0.0386387944860694,-0.0770645079888471,1.04212016663469e-08,0.000559620869800622,0.105940813726694,-0.036070280367236,-0.0103927134700122,-0.0417092954906309,1.77092742980048e-08,8.47101369425726e-05,-8.81320006874528e-07,-0.0299985274485918,-0.000569901705621267,-0.013875844653775,-0.0289587061188626,-4.30054135731141e-10,0.000209581123076878,-6.54722793839982e-10,-0.000430658145818402,-0.00879664222459177,-4.13437344472631e-09,1.1900856473547e-08,0.00877277629258958,-0.0001678980732263,0.00130769401033416,-0.355196637269955,0.139638978954978,-0.677503368979635,0.133704290652942,-0.934033312983386,0.124284653783059,-1.09190574091029,0.112087286637658,-1.11824887225832,0.0981022013170651,-0.980203387138076,0.0836021133858564,-0.644924885539028,0.0701423298830967,-0.0795873053161155,0.0595605921130885,0.748614223772279,0.053976919826056,1.87246006098075,0.0557934116427876,0.035416714486769
"2",0.144877836520735,0.035416714486769,-0.00047849450906634,-0.0386387944860694,-0.0770645079888471,1.04212016663469e-08,0.000559620869800622,0.105940813726694,-0.036070280367236,-0.0103927134700122,-0.0417092954906309,1.77092742980048e-08,8.47101369425726e-05,-8.81320006874528e-07,-0.0299985274485918,-0.000569901705621267,-0.013875844653775,-0.0289587061188626,-4.30054135731141e-10,0.000209581123076878,-6.54722793839982e-10,-0.000430658145818402,-0.00879664222459177,-4.13437344472631e-09,1.1900856473547e-08,0.00877277629258958,-0.0001678980732263,0.00130769401033416,-0.355196637269955,0.139638978954978,-0.677503368979635,0.133704290652942,-0.934033312983386,0.124284653783059,-1.09190574091029,0.112087286637658,-1.11824887225832,0.0981022013170651,-0.980203387138076,0.0836021133858564,-0.644924885539028,0.0701423298830967,-0.0795873053161155,0.0595605921130885,0.748614223772279,0.053976919826056,1.87246006098075,0.0557934116427876,0.0378296923708697
"3",0.144877836520735,0.035416714486769,-0.00047849450906634,-0.0386387944860694,-0.0770645079888471,1.04212016663469e-08,0.000559620869800622,0.105940813726694,-0.036070280367236,-0.0103927134700122,-0.0417092954906309,1.77092742980048e-08,8.47101369425726e-05,-8.81320006874528e-07,-0.0299985274485918,-0.000569901705621267,-0.013875844653775,-0.0289587061188626,-4.30054135731141e-10,0.000209581123076878,-6.54722793839982e-10,-0.000430658145818402,-0.00879664222459177,-4.13437344472631e-09,1.1900856473547e-08,0.00877277629258958,-0.0001678980732263,0.00130769401033416,-0.355196637269955,0.139638978954978,-0.677503368979635,0.133704290652942,-0.934033312983386,0.124284653783059,-1.09190574091029,0.112087286637658,-1.11824887225832,0.0981022013170651,-0.980203387138076,0.0836021133858564,-0.644924885539028,0.0701423298830967,-0.0795873053161155,0.0595605921130885,0.748614223772279,0.053976919826056,1.87246006098075,0.0557934116427876,0.0402426702549705
"4",0.144877836520735,0.035416714486769,-0.00047849450906634,-0.0386387944860694,-0.0770645079888471,1.04212016663469e-08,0.000559620869800622,0.105940813726694,-0.036070280367236,-0.0103927134700122,-0.0417092954906309,1.77092742980048e-08,8.47101369425726e-05,-8.81320006874528e-07,-0.0299985274485918,-0.000569901705621267,-0.013875844653775,-0.0289587061188626,-4.30054135731141e-10,0.000209581123076878,-6.54722793839982e-10,-0.000430658145818402,-0.00879664222459177,-4.13437344472631e-09,1.1900856473547e-08,0.00877277629258958,-0.0001678980732263,0.00130769401033416,-0.355196637269955,0.139638978954978,-0.677503368979635,0.133704290652942,-0.934033312983386,0.124284653783059,-1.09190574091029,0.112087286637658,-1.11824887225832,0.0981022013170651,-0.980203387138076,0.0836021133858564,-0.644924885539028,0.0701423298830967,-0.0795873053161155,0.0595605921130885,0.748614223772279,0.053976919826056,1.87246006098075,0.0557934116427876,0.0426476786891142
"5",0.144877836520735,0.035416714486769,-0.00047849450906634,-0.0386387944860694,-0.0770645079888471,1.04212016663469e-08,0.000559620869800622,0.105940813726694,-0.036070280367236,-0.0103927134700122,-0.0417092954906309,1.77092742980048e-08,8.47101369425726e-05,-8.81320006874528e-07,-0.0299985274485918,-0.000569901705621267,-0.013875844653775,-0.0289587061188626,-4.30054135731141e-10,0.000209581123076878,-6.54722793839982e-10,-0.000430658145818402,-0.00879664222459177,-4.13437344472631e-09,1.1900856473547e-08,0.00877277629258958,-0.0001678980732263,0.00130769401033416,-0.355196637269955,0.139638978954978,-0.677503368979635,0.133704290652942,-0.934033312983386,0.124284653783059,-1.09190574091029,0.112087286637658,-1.11824887225832,0.0981022013170651,-0.980203387138076,0.0836021133858564,-0.644924885539028,0.0701423298830967,-0.0795873053161155,0.0595605921130885,0.748614223772279,0.053976919826056,1.87246006098075,0.0557934116427876,0.045059276187461
"6",0.144877836520735,0.035416714486769,-0.00047849450906634,-0.0386387944860694,-0.0770645079888471,1.04212016663469e-08,0.000559620869800622,0.105940813726694,-0.036070280367236,-0.0103927134700122,-0.0417092954906309,1.77092742980048e-08,8.47101369425726e-05,-8.81320006874528e-07,-0.0299985274485918,-0.000569901705621267,-0.013875844653775,-0.0289587061188626,-4.30054135731141e-10,0.000209581123076878,-6.54722793839982e-10,-0.000430658145818402,-0.00879664222459177,-4.13437344472631e-09,1.1900856473547e-08,0.00877277629258958,-0.0001678980732263,0.00130769401033416,-0.355196637269955,0.139638978954978,-0.677503368979635,0.133704290652942,-0.934033312983386,0.124284653783059,-1.09190574091029,0.112087286637658,-1.11824887225832,0.0981022013170651,-0.980203387138076,0.0836021133858564,-0.644924885539028,0.0701423298830967,-0.0795873053161155,0.0595605921130885,0.748614223772279,0.053976919826056,1.87246006098075,0.0557934116427876,0.0468207454937281
"7",0.144877836520735,0.035416714486769,-0.00047849450906634,-0.0386387944860694,-0.0770645079888471,1.04212016663469e-08,0.000559620869800622,0.105940813726694,-0.036070280367236,-0.0103927134700122,-0.0417092954906309,1.77092742980048e-08,8.47101369425726e-05,-8.81320006874528e-07,-0.0299985274485918,-0.000569901705621267,-0.013875844653775,-0.0289587061188626,-4.30054135731141e-10,0.000209581123076878,-6.54722793839982e-10,-0.000430658145818402,-0.00879664222459177,-4.13437344472631e-09,1.1900856473547e-08,0.00877277629258958,-0.0001678980732263,0.00130769401033416,-0.355196637269955,0.139638978954978,-0.677503368979635,0.133704290652942,-0.934033312983386,0.124284653783059,-1.09190574091029,0.112087286637658,-1.11824887225832,0.0981022013170651,-0.980203387138076,0.0836021133858564,-0.644924885539028,0.0701423298830967,-0.0795873053161155,0.0595605921130885,0.748614223772279,0.053976919826056,1.87246006098075,0.0557934116427876,0.0485822147999952
"8",0.144877836520735,0.035416714486769,-0.00047849450906634,-0.0386387944860694,-0.0770645079888471,1.04212016663469e-08,0.000559620869800622,0.105940813726694,-0.036070280367236,-0.0103927134700122,-0.0417092954906309,1.77092742980048e-08,8.47101369425726e-05,-8.81320006874528e-07,-0.0299985274485918,-0.000569901705621267,-0.013875844653775,-0.0289587061188626,-4.30054135731141e-10,0.000209581123076878,-6.54722793839982e-10,-0.000430658145818402,-0.00879664222459177,-4.13437344472631e-09,1.1900856473547e-08,0.00877277629258958,-0.0001678980732263,0.00130769401033416,-0.355196637269955,0.139638978954978,-0.677503368979635,0.133704290652942,-0.934033312983386,0.124284653783059,-1.09190574091029,0.112087286637658,-1.11824887225832,0.0981022013170651,-0.980203387138076,0.0836021133858564,-0.644924885539028,0.0701423298830967,-0.0795873053161155,0.0595605921130885,0.748614223772279,0.053976919826056,1.87246006098075,0.0557934116427876,0.0490601547694643
"9",0.144877836520735,0.035416714486769,-0.00047849450906634,-0.0386387944860694,-0.0770645079888471,1.04212016663469e-08,0.000559620869800622,0.105940813726694,-0.036070280367236,-0.0103927134700122,-0.0417092954906309,1.77092742980048e-08,8.47101369425726e-05,-8.81320006874528e-07,-0.0299985274485918,-0.000569901705621267,-0.013875844653775,-0.0289587061188626,-4.30054135731141e-10,0.000209581123076878,-6.54722793839982e-10,-0.000430658145818402,-0.00879664222459177,-4.13437344472631e-09,1.1900856473547e-08,0.00877277629258958,-0.0001678980732263,0.00130769401033416,-0.355196637269955,0.139638978954978,-0.677503368979635,0.133704290652942,-0.934033312983386,0.124284653783059,-1.09190574091029,0.112087286637658,-1.11824887225832,0.0981022013170651,-0.980203387138076,0.0836021133858564,-0.644924885539028,0.0701423298830967,-0.0795873053161155,0.0595605921130885,0.748614223772279,0.053976919826056,1.87246006098075,0.0557934116427876,0.0495394041635073
"10",0.144877836520735,0.035416714486769,-0.00047849450906634,-0.0386387944860694,-0.0770645079888471,1.04212016663469e-08,0.000559620869800622,0.105940813726694,-0.036070280367236,-0.0103927134700122,-0.0417092954906309,1.77092742980048e-08,8.47101369425726e-05,-8.81320006874528e-07,-0.0299985274485918,-0.000569901705621267,-0.013875844653775,-0.0289587061188626,-4.30054135731141e-10,0.000209581123076878,-6.54722793839982e-10,-0.000430658145818402,-0.00879664222459177,-4.13437344472631e-09,1.1900856473547e-08,0.00877277629258958,-0.0001678980732263,0.00130769401033416,-0.355196637269955,0.139638978954978,-0.677503368979635,0.133704290652942,-0.934033312983386,0.124284653783059,-1.09190574091029,0.112087286637658,-1.11824887225832,0.0981022013170651,-0.980203387138076,0.0836021133858564,-0.644924885539028,0.0701423298830967,-0.0795873053161155,0.0595605921130885,0.748614223772279,0.053976919826056,1.87246006098075,0.0557934116427876,0.0500173443065441
