"ds","Residuals"
1990-01-01,0.045578102487859
1991-01-01,-0.336684127602233
1992-01-01,0.246903099683735
1993-01-01,0.714680562213452
1994-01-01,-0.495698027245375
1995-01-01,-0.434719547325486
1996-01-01,0.326373896083723
1997-01-01,-0.517210822557701
1998-01-01,0.88661674494292
1999-01-01,-0.2954197360528
2000-01-01,0.396752631212209
2001-01-01,0.721426424838285
2002-01-01,-1.00508134060863
2003-01-01,0.288324209850423
2004-01-01,-0.190636670464137
2005-01-01,-0.168476938328112
2006-01-01,-0.406185856402409
2007-01-01,-0.983919082565073
2008-01-01,-1.08793201674815
2009-01-01,-0.609381807905628
2010-01-01,0.454121823637379
2011-01-01,0.393909379276487
2012-01-01,1.24746351392469
2013-01-01,1.18380379913417
2014-01-01,-0.345059805313426
2015-01-01,0.131587913456677
2016-01-01,0.230293908783423
2017-01-01,0.0575147650750196
2018-01-01,0.920409847917565
2019-01-01,0.874443159945564
2020-01-01,2.5577548027081
2021-01-01,-1.99428319890263
